"Parasite.species","Parasite.genus","Parasite.group","Host.species","Host.common.name","Missing.info","Typical.host","Host.no","Def.int","Facultative","Stage","Asexual","Site","Host.habitat","Vert.group","Remark","Author","Year","Journal","Volume","Pages"
"Ascarops strongylina","Ascarops","nematode","Talpa europaea","mole",0,"typical",2,"int","paratenic","2larv","none","gut wall","terrestrial","mammal","just CAB abstract","Dimitrova","1966","Izv. Tsentralnata Khelmintologichna Labor.","11","43-56"
"Ascarops strongylina","Ascarops","nematode","Xenochrophis piscator","asian water snake",0,"typical",2,"int","paratenic","2larv","none","gut wall","terrestrial","herp","dead end?","Gupta","1969","Curr. Sci.","38","548-549"
"Ascarops strongylina","Ascarops","nematode","Bos taurus","cattle",0,"typical",3,"def","no","adult","none","stomach","terrestrial","mammal",NA,"Alicata","1935","US Dept. Agric. Tech. Bull.","489","1-96"
"Ascarops strongylina","Ascarops","nematode","Cavia porcellus","guinea pigs",0,"typical",3,"def","no","adult","none","stomach","terrestrial","mammal",NA,"Alicata","1935","US Dept. Agric. Tech. Bull.","489","1-96"
"Ascarops strongylina","Ascarops","nematode","Myospalax psilurus","manchurian zokor",0,"typical",3,"def","no","adult","none","stomach","terrestrial","mammal","notes that other rodents do not appear to be definitive hosts","Ganzorig et al.","1999","J. Parasitol.","85","283-285"
"Ascarops strongylina","Ascarops","nematode","Oryctolagus cuniculus","rabbit",0,"typical",3,"def","no","adult","none","stomach","terrestrial","mammal",NA,"Alicata","1935","US Dept. Agric. Tech. Bull.","489","1-96"
"Ascarops strongylina","Ascarops","nematode","Sus scrofa","pigs",0,"typical",3,"def","no","adult","none","stomach","terrestrial","mammal",NA,"Alicata","1935","US Dept. Agric. Tech. Bull.","489","1-96"
"Aspersentis megarhynchus","Aspersentis","acanthocephalan","Bovallia gigantea","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Zdzitowiecki and Presler","2001","Polar Biol.","22","205-212"
"Aspersentis megarhynchus","Aspersentis","acanthocephalan","Gondogeneia antarctica","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Zdzitowiecki and Presler","2001","Polar Biol.","22","205-212"
"Aspersentis megarhynchus","Aspersentis","acanthocephalan","Hippomedon kergueleni","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Zdzitowiecki and Presler","2001","Polar Biol.","22","205-212"
"Aspersentis megarhynchus","Aspersentis","acanthocephalan","Orchomenella rotundifrons","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Zdzitowiecki and Presler","2001","Polar Biol.","22","205-212"
"Aspersentis megarhynchus","Aspersentis","acanthocephalan","Notothenia coriiceps","black rock cod",0,"typical",2,"def","no","adult","none","gut","marine","fish",NA,"Zdzitowiecki and Laskowski","2004","Helminthologia","41","201-207"
"Aspersentis megarhynchus","Aspersentis","acanthocephalan","Notothenia rossii","marbled rockcod",0,"typical",2,"def","no","adult","none","gut","marine","fish",NA,"Zdzitowiecki and Laskowski","2013","Acta Parasitol.","58","547-550"
"Aspiculuris tetraptera","Aspiculuris","nematode","Apodemus sylvaticus","wood mouse",0,"atypical",1,"def","no","adult","none","gut","terrestrial","mammal",NA,"Behnke","1974","Parasitology","69","391-402"
"Aspiculuris tetraptera","Aspiculuris","nematode","Mus musculus","mice",0,"typical",1,"def","no","adult","none","gut","terrestrial","mammal",NA,"Behnke","1974","Parasitology","69","391-402"
"Aspiculuris tetraptera","Aspiculuris","nematode","Rattus norvegicus","rats",0,"atypical",1,"def","no","adult","none","gut","terrestrial","mammal",NA,"Behnke","1974","Parasitology","69","391-402"
"Atactorhynchus verecundus","Atactorhynchus","acanthocephalan","Cletocamptus deitersi","copepod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Dill","1974","PhD thesis, Texas A&M University",NA,NA
"Atactorhynchus verecundus","Atactorhynchus","acanthocephalan","Cyprinodon variegatus","fish",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Dill","1974","PhD thesis, Texas A&M University",NA,NA
"Atractolytocestus sagittatus","Atractolytocestus","cestode","Limnodrilus hoffmeisteri","oligochaete",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"as Markevitschia sagittata","Demshin and Dvoryadkin","1981","Parazitologiya","15","113-117"
"Atractolytocestus sagittatus","Atractolytocestus","cestode","Limnodrilus udekemianus","oligochaete",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"as Markevitschia sagittata","Demshin and Dvoryadkin","1981","Parazitologiya","15","113-117"
"Atractolytocestus sagittatus","Atractolytocestus","cestode","Cyprinus carpio","carp",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"Scholz et al.","2001","Folia Parasitol.","48","275-288"
"Atriotaenia procyonis","Atriotaenia","cestode","Tribolium castaneum","beetle",0,"typical",1,"int","no","1larv","none","body cavity","terrestrial",NA,NA,"Gallati","1959","J. Parasitol.","45","363-377"
"Atriotaenia procyonis","Atriotaenia","cestode","Procyon lotor","raccoon",0,"typical",2,"def","no","adult","none","gut","terrestrial","mammal",NA,"Gallati","1959","J. Parasitol.","45","363-377"
"Austramphilina elongata","Austramphilina","cestode","Atya sp.","shrimp",0,"atypical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Rhode and Georgi","1983","Int. J. Parasitol.","13","273-287"
"Austramphilina elongata","Austramphilina","cestode","Cherax destructor","crawfish",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"juvenile crayfish","Rhode and Georgi","1983","Int. J. Parasitol.","13","273-287"
"Austramphilina elongata","Austramphilina","cestode","Paratya australiensis","glass shrimp",0,"atypical",1,"int","no","1larv","none","body cavity","freshwater",NA,"infections were not sustained for long periods in shrimps","Rhode and Georgi","1983","Int. J. Parasitol.","13","273-287"
"Austramphilina elongata","Austramphilina","cestode","Chelodina Iongicollis","eastern long-necked turtle",0,"typical",2,"def","no","adult","none","body cavity","freshwater","herp",NA,"Rhode and Georgi","1983","Int. J. Parasitol.","13","273-287"
"Avioserpens galliardi","Avioserpens","nematode","Cyclops sp.","copepod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"cites Chabaud and Campana 1949","Ivashkin et al.","1977","Essentials of nematodology, edited by K.I. Skryabin. Volume XXII. Camallanata of animals and man and diseases caused by them.",NA,NA
"Avioserpens galliardi","Avioserpens","nematode",NA,"small vertebrates",1,"typical",2,"int","paratenic","2larv","none","body cavity","freshwater",NA,NA,NA,NA,NA,NA,NA
"Avioserpens galliardi","Avioserpens","nematode","Anas platyrhynchos","duck",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird",NA,"Ivashkin et al.","1977","Essentials of nematodology, edited by K.I. Skryabin. Volume XXII. Camallanata of animals and man and diseases caused by them.",NA,NA
"Avioserpens galliardi","Avioserpens","nematode","Ardea cinerea","grey heron",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird",NA,"Ivashkin et al.","1977","Essentials of nematodology, edited by K.I. Skryabin. Volume XXII. Camallanata of animals and man and diseases caused by them.",NA,NA
"Avioserpens galliardi","Avioserpens","nematode","Ardea herodias","great blue heron",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird",NA,"Ivashkin et al.","1977","Essentials of nematodology, edited by K.I. Skryabin. Volume XXII. Camallanata of animals and man and diseases caused by them.",NA,NA
"Avioserpens galliardi","Avioserpens","nematode","Ardea purpurea","purple heron",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird",NA,"Ivashkin et al.","1977","Essentials of nematodology, edited by K.I. Skryabin. Volume XXII. Camallanata of animals and man and diseases caused by them.",NA,NA
"Avioserpens galliardi","Avioserpens","nematode","Ardeola grayii","indian pond heron",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird",NA,"Ivashkin et al.","1977","Essentials of nematodology, edited by K.I. Skryabin. Volume XXII. Camallanata of animals and man and diseases caused by them.",NA,NA
"Avioserpens galliardi","Avioserpens","nematode","Botaurus stellaris","eurasian bittern",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird",NA,"Ivashkin et al.","1977","Essentials of nematodology, edited by K.I. Skryabin. Volume XXII. Camallanata of animals and man and diseases caused by them.",NA,NA
"Avioserpens galliardi","Avioserpens","nematode","Egretta alba","great egret",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird",NA,"Ivashkin et al.","1977","Essentials of nematodology, edited by K.I. Skryabin. Volume XXII. Camallanata of animals and man and diseases caused by them.",NA,NA
"Avioserpens galliardi","Avioserpens","nematode","Egretta garzetta","little egret",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird",NA,"Ivashkin et al.","1977","Essentials of nematodology, edited by K.I. Skryabin. Volume XXII. Camallanata of animals and man and diseases caused by them.",NA,NA
"Avioserpens mosgovoyi","Avioserpens","nematode","Cyclops spp.","copepod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"just CAB abstract; states that 10 species of cyclopoid copepod could be infected","Supryaga","1971","Izdatel'stvo KOLOS",NA,"374-383"
"Avioserpens mosgovoyi","Avioserpens","nematode","Cyclops strenuus","copepod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"were not 100% sure that this was not a different Avioserpens sp.","Moravec and Scholz","1990","Folia Parasitol.","37","93-94"
"Avioserpens mosgovoyi","Avioserpens","nematode","Diaptomus gracilis","copepod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"just CAB abstract","Supryaga","1971","Izdatel'stvo KOLOS",NA,"374-383"
"Avioserpens mosgovoyi","Avioserpens","nematode","Gasterosteus aculeatus","stickleback",0,"typical",2,"int","paratenic","2larv","none","body cavity","freshwater","fish","cites Supryaga","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Avioserpens mosgovoyi","Avioserpens","nematode","Odonata","dragonfly larvae",1,"typical",2,"int","paratenic","2larv","none","body cavity","freshwater",NA,"cites Supryaga","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Avioserpens mosgovoyi","Avioserpens","nematode","Rana sp.","tadpole",1,"typical",2,"int","paratenic","2larv","none","body cavity","freshwater","herp","cites Supryaga","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Avioserpens mosgovoyi","Avioserpens","nematode","Rutilus rutilus","roach",0,"typical",2,"int","paratenic","2larv","none","body cavity","freshwater","fish","cites Supryaga","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Avioserpens mosgovoyi","Avioserpens","nematode",NA,"gobies",1,"typical",2,"int","paratenic","2larv","none","body cavity","freshwater","fish","cites Supryaga","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Avioserpens mosgovoyi","Avioserpens","nematode","Anas platyrhynchos","duck",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird","not sure mallards are typical host","Supryaga","1971","Izdatel'stvo KOLOS",NA,"374-383"
"Avioserpens mosgovoyi","Avioserpens","nematode","Fulica atra","coot",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird",NA,"Supryaga","1971","Izdatel'stvo KOLOS",NA,"374-383"
"Avioserpens mosgovoyi","Avioserpens","nematode","Gavia arctica","black-throated loon",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird","cites Supryaga 1965","Gibson","1973","Can. J. Zool.","51","847-851"
"Avioserpens mosgovoyi","Avioserpens","nematode","Podiceps cristatus","great crested grebe",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird","cites Supryaga 1965","Gibson","1973","Can. J. Zool.","51","847-851"
"Avioserpens mosgovoyi","Avioserpens","nematode","Podiceps grisegena","red-necked grebe",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird","cites Supryaga 1965","Gibson","1973","Can. J. Zool.","51","847-851"
"Avioserpens mosgovoyi","Avioserpens","nematode","Tachybaptus ruficollis","little grebe",0,"typical",3,"def","no","adult","none","subcutaneous","freshwater","bird","cites Supryaga 1965","Gibson","1973","Can. J. Zool.","51","847-851"
"Avioserpens taiwana","Avioserpens","nematode","Cyclops strenuus","copepod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"cites Wang et al. 1983","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Avioserpens taiwana","Avioserpens","nematode","Eucyclops serrulatus","copepod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"cites Wang et al. 1983","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Avioserpens taiwana","Avioserpens","nematode","Mesocyclops leuckarti","copepod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"cites Wang et al. 1983","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Avioserpens taiwana","Avioserpens","nematode","Thermocyclops hyalinus","copepod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"cites Wang et al. 1983","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Avioserpens taiwana","Avioserpens","nematode","Anas platyrhynchos","duck",0,"typical",2,"def","no","adult","none","subcutaneous","freshwater","bird",NA,"Gibson","1973","Can. J. Zool.","51","847-851"
"Avioserpens taiwana","Avioserpens","nematode","Cairina moschata","muscovy duck",0,"typical",2,"def","no","adult","none","subcutaneous","freshwater","bird",NA,"Gibson","1973","Can. J. Zool.","51","847-851"
"Avitellina arctica","Avitellina","cestode","Onychiurus (Protaphorura) furcifer","springtails",0,"typical",1,"int","no","1larv","none","body cavity","terrestrial",NA,NA,"Kozlov","1986","Parazitologiya","20","73-74"
"Avitellina arctica","Avitellina","cestode","Onychiurus (Protaphorura) taimyrica","springtails",0,"typical",1,"int","no","1larv","none","body cavity","terrestrial",NA,"syn with A. centripunctata?","Kozlov","1986","Parazitologiya","20","73-74"
"Avitellina arctica","Avitellina","cestode","Ovis aries","sheep",0,"typical",2,"def","no","adult","none","gut","terrestrial","mammal",NA,"Arvinder et al.","2009","J. Vet. Parasitol.","23","13-16"
"Avitellina arctica","Avitellina","cestode","Rangifer tarandus","reindeer",0,"typical",2,"def","no","adult","none","gut","terrestrial","mammal",NA,"Gibbs","1960","J. Parasitol.","46","624-628"
"Avitellina centripunctata","Avitellina","cestode","Entomobrya sp.","springtails",0,"atypical",1,"int","no","1larv","none","body cavity","terrestrial",NA,"cites Tverdokhlebov et al. 1988","Denegri et al.","1998","Folia Parasitol.","45","1-8"
"Avitellina centripunctata","Avitellina","cestode","Protoschelobates sp.","mite",0,"atypical",1,"int","no","1larv","none","body cavity","terrestrial",NA,"very low infection rates in mites and did not develop to cysticercoids; not sure which of the implicated intermediate hosts is important","Nadakal","1960","J. Parasitol.","46","S12"
"Avitellina centripunctata","Avitellina","cestode","Bos taurus","cattle",0,"typical",2,"def","no","adult","none","gut","terrestrial","mammal",NA,"Memmedov","2011","Kafkas Univ. Vet. Fak. Derg.","17","581-584"
"Avitellina centripunctata","Avitellina","cestode","Capra aegagrus","goat",0,"typical",2,"def","no","adult","none","gut","terrestrial","mammal",NA,"Sissay et al.","2008","Trop. Anim. Health Prod.","40","387-394"
"Avitellina centripunctata","Avitellina","cestode","Gazella subgutturosa","goitered gazelle",0,"typical",2,"def","no","adult","none","gut","terrestrial","mammal",NA,"Eslami et al.","1981","Vet. Parasitol.","8","99-101"
"Avitellina centripunctata","Avitellina","cestode","Oreotragus oreotragus","klipspringer",0,"typical",2,"def","no","adult","none","gut","terrestrial","mammal",NA,"Baer","1926","Contributions to the Helminth-Fauna of South Africa. Mammalian Cestodes",NA,"63-136"
"Avitellina centripunctata","Avitellina","cestode","Ovis ammon","mountain sheep",0,"typical",2,"def","no","adult","none","gut","terrestrial","mammal",NA,"Eslami et al.","1981","Vet. Parasitol.","8","99-101"
"Avitellina centripunctata","Avitellina","cestode","Ovis aries","sheep",0,"typical",2,"def","no","adult","none","gut","terrestrial","mammal",NA,"Denegri","1993","Exp. Appl. Acarol.","17","567-580"
